VARIABLES = "X" "temp" "u" "rho" "H2" "O2" "H" "O" "OH" "HO2" "H2O" "H2O2" "NO" "NH3" "NH2" "NH" "N" "NNH" "N2H4" "N2H3" "N2H2" "H2NN" "NH2OH" "H2NO" "HNOH" "HNO" "HON" "NO2" "HONO" "HNO2" "NO3" "HONO2" "N2O" "N2"
ZONE I=100 FORMAT=POINT SPECFORMAT=MASS
0.000000000000000000e+00     7.499961136443724854e+02     0.000000000000000000e+00     4.687909068289231485e+00     0.000000000000000000e+00     2.329071633475982006e-01     0.000000000000000000e+00     5.094597975254900052e-16     0.000000000000000000e+00     0.000000000000000000e+00     0.000000000000000000e+00     0.000000000000000000e+00     8.553140478483895931e-07     0.000000000000000000e+00     0.000000000000000000e+00     0.000000000000000000e+00     2.171176950002983822e-31     0.000000000000000000e+00     0.000000000000000000e+00     0.000000000000000000e+00     0.000000000000000000e+00     0.000000000000000000e+00     0.000000000000000000e+00     0.000000000000000000e+00     0.000000000000000000e+00     0.000000000000000000e+00     0.000000000000000000e+00     2.298122262388995792e-06     0.000000000000000000e+00     0.000000000000000000e+00     3.072928379532817667e-13     0.000000000000000000e+00     3.926371453877205433e-10     7.670896828231466014e-01
1.010101010101010187e-02     1.647310291515049585e+03     0.000000000000000000e+00     2.009327402698503295e+00     1.021990059243250667e-07     1.492709048477014189e-01     1.218015758714494772e-09     1.659499288436099693e-06     1.043326694545561247e-04     9.267599298591812813e-07     9.020613786539409540e-02     8.678639260529712877e-08     1.977271011269203516e-03     3.501731398154743790e-13     2.829384499927966325e-14     2.586511297416313671e-14     2.676231257144348563e-13     4.115518140155827290e-13     1.359985330323375551e-25     8.475458275328883715e-24     5.126993997707854854e-18     3.078506633336755579e-21     7.091216132051405558e-16     6.735161088866676524e-14     1.037421110188909311e-14     1.601361172209940579e-09     2.551286032957986659e-12     2.666728491700810511e-05     6.571754869372170178e-07     4.473807771088203735e-09     1.199660563379833859e-10     1.223285290490069905e-09     4.832186564186389438e-07     7.584107620423543583e-01
2.020202020202020374e-02     2.291188839513161383e+03     0.000000000000000000e+00     1.362366646254785651e+00     5.603714482533131219e-05     6.218606517450765009e-02     3.070063694505543418e-06     2.073600364595374766e-04     3.254570269578009687e-03     1.063470481898870717e-05     1.782698022846890828e-01     1.060600030797471948e-06     8.252678176254669984e-03     1.354782276620419162e-09     5.980758414765419442e-10     9.468952538762012755e-10     5.135828055555140924e-09     1.475584097065443859e-09     2.267708722803385546e-19     8.978591019094084597e-18     1.609154317401314458e-13     6.763816754329435809e-16     2.163196128643455238e-12     7.783431644617724282e-11     2.453630207771770388e-11     2.070548848038248433e-07     2.895891767276122616e-09     2.218824257167817605e-05     1.264034110341589915e-06     1.580921843926617065e-08     1.667495245898140555e-10     5.269124274968509251e-10     1.872316151131787620e-06     7.477331608827902931e-01
3.030303030303030387e-02     2.641690239449814726e+03     0.000000000000000000e+00     1.100675261116120573e+00     2.523189794017458888e-03     2.080542772977635787e-03     1.047461572710436169e-04     2.339026879961382478e-04     5.083664028953281504e-03     2.482744718310265387e-06     2.446107382242232176e-01     5.689210743664665479e-07     2.838016094769204266e-03     2.616388854293791965e-07     9.077002164591783320e-08     7.721685401070052318e-08     1.511227650687102710e-07     5.337959039648065818e-08     7.696352732730471845e-16     1.156805407200418470e-14     2.863049430165279731e-11     2.252025846192081043e-13     8.224191719778101067e-11     9.212049948181860150e-10     3.702379044004791682e-10     5.296866867974238913e-07     1.502502061686451911e-08     9.226988694296881647e-07     1.579881133706566261e-07     2.427459912030118382e-09     1.744563048145007020e-12     8.302684645545138211e-12     6.264297411673420974e-07     7.425192587773912223e-01
4.040404040404040747e-02     2.505330688762101090e+03     0.000000000000000000e+00     1.047698953998140725e+00     1.219956593965187616e-02     2.952426594299294949e-05     1.375301950441902099e-04     1.554075865340194104e-05     1.222616518558940516e-03     7.161327054186856988e-08     2.501540476084741504e-01     4.956082303573985646e-08     2.685779639684467189e-04     2.851619957968569698e-06     2.656428701810187991e-07     6.941241752042366390e-08     4.805192521970601147e-08     5.976849282614618108e-08     1.143884951223513500e-14     5.978629079807520671e-14     7.356248999892539414e-11     4.642928620450960714e-13     9.736947908924314491e-11     4.077505382989866566e-10     1.503135289406281654e-10     9.937666083952153971e-08     2.198067005260929819e-09     1.129722174155488189e-08     5.307601555371142451e-09     7.579348835184033131e-11     2.127726731558813763e-15     3.555844029256106253e-14     5.573870893108704408e-08     7.359690063563260054e-01
5.050505050505051108e-02     2.342687392842064583e+03     0.000000000000000000e+00     1.017836391559394205e+00     2.257078524301414993e-02     1.745836242717843530e-06     9.170859501869090458e-05     1.688913298667721366e-06     3.602696661793958026e-04     5.299510751792659067e-09     2.485979719963656298e-01     7.807462774033895953e-09     4.794598099221098934e-05     7.756686342064867055e-06     2.557436385628227421e-07     2.838148504213496930e-08     1.009814347616928215e-08     3.355729031522583302e-08     2.330175048484149768e-14     6.106811878993266741e-14     6.118746742950338948e-11     2.857885089137945895e-13     5.832212510926053334e-11     1.345553371281272411e-10     4.415924643118943672e-11     2.155290258459826415e-08     3.394457718007324136e-10     5.604154278217909027e-10     4.929687477213794418e-10     6.379441031447146177e-12     2.066313637184484720e-17     8.995697464103270926e-16     9.390407571934512174e-09     7.283197535539006617e-01
6.060606060606060774e-02     2.195621188779870408e+03     0.000000000000000000e+00     9.944414930574673184e-01     3.298828725203543921e-02     1.547463116680854495e-07     5.293284567009081277e-05     2.180129161108328528e-07     1.150171136976880647e-04     5.248162594998981203e-10     2.462347240919215141e-01     1.492597925573733047e-09     1.037484075617943652e-05     1.504585180931676429e-05     1.916515740792805280e-07     9.931864713554830768e-09     2.011225791282922755e-09     1.638404355358780937e-08     2.996173028491306061e-14     4.348028514435286233e-14     3.995938250828567347e-11     1.360956701916528661e-13     3.070805654181196605e-11     4.308333139465390459e-11     1.254080556747300865e-11     5.073444937005731801e-09     5.600606847132868346e-11     4.172743404254925905e-11     6.211685829868244362e-11     7.261498123634228919e-13     3.694139551043072238e-19     3.820965826744985448e-17     1.931731136669203841e-09     7.205830159565058679e-01
7.070707070707071829e-02     2.064374645433219030e+03     0.000000000000000000e+00     9.752161090745431471e-01     4.340310162184088383e-02     1.643418498598581295e-08     2.864700844512656149e-05     3.037992279224806690e-08     3.805255437011896406e-05     5.933967439921579870e-11     2.436723149966157353e-01     3.123351168807400683e-10     2.446954923228366113e-06     2.520014396388673322e-05     1.287519774967785599e-07     3.246837455303515173e-09     3.913334216658999463e-10     7.537528667563377580e-09     3.168500527522324386e-14     2.656638569570878103e-14     2.361015186213683195e-11     5.813450038630643315e-14     1.538896903795703451e-11     1.367393636344962931e-11     3.524736622221366889e-12     1.244076519950643287e-09     9.543035519409259450e-12     3.733892261763836366e-12     9.009445074780443456e-12     9.501158035657179027e-14     8.724014702547588448e-21     2.059787346617073337e-18     4.360168424387047858e-10     7.128300478475926294e-01
8.080808080808081495e-02     1.947205734892707142e+03     0.000000000000000000e+00     9.590317672718282616e-01     5.381020228024082502e-02     1.932825533848364303e-09     1.494918226309251938e-05     4.419023616757128058e-09     1.284260753832699421e-05     7.240193039274704096e-12     2.410511042029611084e-01     6.893152568450176305e-11     6.059509484206281384e-07     3.893600575772800874e-05     8.142013443418970438e-08     1.022001228041684523e-09     7.516242267422780010e-11     3.358423769176423116e-09     3.017673789604982727e-14     1.495700652438913953e-14     1.324297782373233293e-11     2.343028464677752384e-14     7.535212374118771855e-12     4.329558833996214505e-12     9.874916642342907994e-13     3.129027260029395511e-10     1.658238362910979592e-12     3.712004791732544731e-13     1.418591903167930699e-12     1.348525513438143309e-14     2.419392282739456292e-22     1.275831887887421826e-19     1.039332827531914696e-10     7.050712670200863785e-01
9.090909090909091161e-02     1.842250632540732568e+03     0.000000000000000000e+00     9.451779231989466679e-01     6.421121754058388420e-02     2.427690293662571259e-10     7.621920401552805491e-06     6.608170358341676262e-10     4.390102116754609116e-06     9.286377270998980187e-13     2.384112680767827008e-01     1.576702109683941096e-11     1.548624896853861070e-07     5.719859464555385008e-05     4.957026189349389588e-08     3.141486235055960376e-10     1.432271537343109843e-11     1.467623436461741925e-09     2.697158307583958209e-14     8.014358258620181153e-15     7.205323507469736017e-12     9.117682441634697127e-15     3.646543027991970093e-12     1.371260346736046434e-12     2.766050856996926526e-13     8.011663358145809927e-11     2.921282633418042458e-13     3.953078315107287215e-14     2.359332034535326392e-13     2.020643664514290220e-15     7.459284124271223153e-24     8.667483264626227502e-21     2.569902243671716471e-11     6.973080964974124329e-01
